apg,college,draft_year,gp,mp,mpg,player,ppg,rank,rbg,team,ws,ws_48,yrs
,University of Denver,1981,,,,Alonzo Weatherley,,124,,DEN,,,
,Grambling State University,1981,,,,Robert Williams,,125,,WSB,,,
,Ohio State University,1981,,,,Carter Scott,,126,,GSW,,,
,University of Kentucky,1981,,,,Fred Cowan,,127,,HOU,,,
,Purdue University,1981,,,,Brian Walker,,128,,KCK,,,
,University of Washington,1981,,,,Robert Fronk,,129,,IND,,,
0.8,University of Louisville,1981,6,30,5.0,Roger Burkman,0.8,130,1.0,CHI,0.1,.093,1
,University of Texas at El Paso,1981,,,,Roshern Arnie,,131,,POR,,,
,Monmouth University,1981,,,,John Blair,,132,,NYK,,,
,Jackson State University,1981,,,,Norman Shavers,,133,,SAS,,,
,University of California,1981,,,,Kevin Singleton,,134,,LAL,,,
,Northeastern University,1981,,,,Pete Harris,,135,,PHO,,,
,University of Colorado,1981,,,,Jo Jo Hunter,,136,,MIL,,,
,University of Iowa,1981,,,,Steve Waite,,137,,BOS,,,
,North Park University,1981,,,,Michael Thomas,,138,,PHI,,,
,University of North Carolina at Wilmington,1981,,,,Danny Davis,,139,,DAL,,,
,West Virginia University,1981,,,,Greg Nance,,140,,DET,,,
,Northwestern University,1981,,,,Rod Robertson,,141,,NJN,,,
,University of Nebraska,1981,,,,Andre Smith,,142,,CLE,,,
,Central Michigan University,1981,,,,Mike Robinson,,143,,UTA,,,
,Iona College,1981,,,,Kevin Vesey,,144,,ATL,,,
,Villanova University,1981,,,,Tom Sienkiewicz,,145,,SEA,,,
,University of Southern Colorado,1981,,,,Randy Johnson,,146,,SDC,,,
,University of Maryland,1981,,,,Greg Manning,,147,,DEN,,,
,University of Arizona,1981,,,,Robby Dosty,,148,,GSW,,,
,Houston Baptist University,1981,,,,Randy Martel,,149,,WSB,,,
1.8,William Paterson University,1981,87,867,10.0,Clinton Wheeler,2.9,150,0.8,KCK,1.1,.058,2
,Bowling Green State University,1981,,,,Joe Faine,,151,,HOU,,,
,Boise State University,1981,,,,Larry McKinney,,152,,IND,,,
,University of Texas at El Paso,1981,,,,Julius Wayne,,153,,POR,,,
,University of South Alabama,1981,,,,Scott Williams,,154,,CHI,,,
,Ripon College,1981,,,,Terry Cramer,,155,,NYK,,,
,Northern Michigan University,1981,,,,Mark Minderman,,156,,SAS,,,
,University of Wisconsin,1981,,,,Larry Petty,,157,,LAL,,,
,Southern University and A&M College,1981,,,,David Williams,,158,,PHO,,,
,University of Virginia,1981,,,,Lewis Latimore,,159,,MIL,,,
,University of Kansas,1981,,,,John Crawford,,160,,PHI,,,
,College of the Holy Cross,1981,,,,Tom Seaman,,161,,BOS,,,
,University of Cincinnati,1981,,,,David Kennedy,,162,,DAL,,,
,Saint Francis University,1981,,,,Joe Schoen,,163,,DET,,,
,Fairleigh Dickinson University,1981,,,,Ken Webb,,164,,NJN,,,
0.1,Auburn University,1981,78,522,6.7,Bobby Cattage,3.1,165,1.4,UTA,0.3,.027,2
,University of Alabama at Birmingham,1981,,,,Glen Marcus,,166,,CLE,,,
,University of Notre Dame,1981,,,,Gilbert Salinas,,167,,ATL,,,
,Davidson College,1981,,,,Todd Haynes,,168,,SDC,,,
,St. John's University,1981,,,,Curtis Redding,,169,,DEN,,,
,Wofford College,1981,,,,Mike Howard,,170,,WSB,,,
,,1981,,,,Yasutaka Okayama,,171,,GSW,,,
,State University of West Georgia,1981,,,,Stanley Brewer,,172,,HOU,,,
,Wichita State University,1981,,,,Randy Smithson,,173,,KCK,,,
,Drexel University,1981,,,,Len Hatzenbeller,,174,,IND,,,
,University of Alabama at Huntsville,1981,,,,Ben Mitchell,,175,,CHI,,,
,Saint Joseph's University,1981,,,,John Smith,,176,,POR,,,
,Thomas More College,1981,,,,Brian O'Connor,,177,,NYK,,,
,University of San Diego,1981,,,,Bob Bartholomew,,178,,SAS,,,
,Simon Fraser University,1981,,,,Jay Triano,,179,,LAL,,,
,Indiana University,1981,,,,Steve Risley,,180,,PHO,,,
,Michigan State University,1981,,,,Mike Brkovich,,181,,MIL,,,
,Creighton University,1981,,,,George Morrow,,182,,BOS,,,
,St. John's University,1981,,,,Frank Gilroy,,183,,PHI,,,
,University of Southern Indiana,1981,,,,John Hollinden,,184,,DAL,,,
,Alcorn State University,1981,,,,Eddie Baker,,185,,DET,,,
,Providence College,1981,,,,Rudy Williams,,186,,NJN,,,
,Cleveland State University,1981,,,,Paul Roba,,187,,CLE,,,
,University of Wyoming,1981,,,,Ken Ollie,,188,,UTA,,,
,Wagner College,1981,,,,Howard Thompkins,,189,,ATL,,,
,North Carolina State University,1981,,,,Art Jones,,190,,SDC,,,
,Austin Peay State University,1981,,,,Andrew Burton,,191,,DEN,,,
,San Jose State University,1981,,,,Doug Murrey,,192,,GSW,,,
,Valdosta State University,1981,,,,Eddie Brown,,193,,WSB,,,
,University of Richmond,1981,,,,Mike Perry,,194,,KCK,,,
,College of William & Mary,1981,,,,Scott Whitley,,195,,IND,,,
,San Jose State University,1981,,,,Sid Williams,,196,,POR,,,
,Lambath University,1981,,,,Terry Martin,,197,,CHI,,,
,Syracuse University,1981,,,,Marty Headd,,198,,NYK,,,
,Hampton University,1981,,,,Leonel Marquetti,,199,,SAS,,,
,University of Colorado,1981,,,,Brian Johnson,,200,,PHO,,,
,Northeastern University,1981,,,,Chip Rucker,,201,,MIL,,,
,Temple University,1981,,,,Ron Wister,,202,,PHI,,,
,Virginia Commonwealth University,1981,,,,Greg McCray,,203,,BOS,,,
,Northern State University,1981,,,,Scott Bosanko,,204,,DAL,,,
,Western Michigan University,1981,,,,Melvin Maxwell,,205,,DET,,,
,"University of California, Los Angeles",1981,,,,Vic Sison,,206,,NJN,,,
,University of Wisconsin-Eau Claire,1981,,,,Joe Merten,,207,,UTA,,,
,Augsburg College,1981,,,,Greg Boone,,208,,CLE,,,
,Georgetown University,1981,,,,Mike Frazier,,209,,ATL,,,
,San Diego State University,1981,,,,Tony Gwynn,,210,,SDC,,,
0.5,State University of New York at Potsdam,1981,2,9,4.5,Derrick Rowland,1.5,211,0.5,DEN,0.0,.048,1
,Houston Baptist University,1981,,,,Ralton Way,,212,,WSB,,,
,University of Southern California,1981,,,,Barry Brooks,,213,,GSW,,,
,Fort Hays State University,1981,,,,Mark Wilson,,214,,KCK,,,
,Wright State University,1981,,,,Rodney Benson,,215,,IND,,,
,"University of California, Los Angeles",1981,,,,Kenny Easley,,216,,CHI,,,
,Lewis and Clark College,1981,,,,Steve Cochran,,217,,POR,,,
,Saint Peter's College,1981,,,,Kevin Rogers,,218,,NYK,,,
,Lamar University,1981,,,,Alvin Brooks,,219,,SAS,,,
,University of Oregon,1981,,,,Felton Sealey,,220,,PHO,,,
,Marquette University,1981,,,,Artie Green,,221,,MIL,,,
,North Carolina State University,1981,,,,Ken Matthews,,222,,BOS,,,
,University of Delaware,1981,,,,Pete Mullenberg,,223,,PHI,,,
3.0,University of North Carolina,1982,926,30001,32.4,James Worthy,17.6,1,5.1,LAL,81.2,.130,12
1.9,DePaul University,1982,1183,33898,28.7,Terry Cummings,16.4,2,7.3,SDC,91.1,.129,18
2.5,University of Georgia,1982,1074,38113,35.5,Dominique Wilkins,24.8,3,6.7,UTA,117.5,.148,15
1.3,University of Wyoming,1982,300,5260,17.5,Bill Garnett,5.5,4,4.3,DAL,10.8,.099,4
1.2,University of Texas at Austin,1982,985,21238,21.6,LaSalle Thompson,7.9,5,6.8,KCK,35.0,.079,15
2.0,University of Minnesota,1982,756,15671,20.7,Trent Tucker,8.2,6,2.0,NYK,34.3,.105,11
2.3,University of San Francisco,1982,528,12170,23.0,Quintin Dailey,14.1,7,2.5,CHI,12.7,.050,10
2.9,Ohio State University,1982,260,8514,32.7,Clark Kellogg,18.9,8,9.5,IND,20.9,.118,5
0.9,Wichita State University,1982,830,16962,20.4,Cliff Levingston,7.1,9,5.2,DET,44.2,.125,11
0.6,Purdue University,1982,87,931,10.7,Keith Edmonson,6.0,10,1.5,ATL,0.4,.022,2
6.2,Arizona State University,1982,752,23814,31.7,Fat Lever,13.9,11,6.0,POR,61.2,.123,11
6.0,Boston College,1982,665,17120,25.7,John Bagley,8.7,12,2.6,CLE,16.6,.047,11
5.4,Georgetown University,1982,957,26383,27.6,Sleepy Floyd,12.8,13,2.6,NJN,50.6,.092,13
3.9,Oregon State University,1982,687,14970,21.8,Lester Conner,6.3,14,2.7,GSW,28.6,.092,12
0.5,Bradley University,1982,179,1469,8.2,David Thirdkill,2.8,15,1.2,PHO,1.3,.042,5
1.4,Baylor University,1982,687,14509,21.1,Terry Teagle,11.6,16,2.6,HOU,13.4,.044,11
1.2,Georgia Institute of Technology,1982,238,2858,12.0,Brook Steppe,5.4,17,1.4,KCK,4.6,.078,5
1.9,Rice University,1982,969,23665,24.4,Ricky Pierce,14.9,18,2.4,DET,72.2,.146,16
5.4,University of Houston,1982,153,3367,22.0,Rob Williams,8.6,19,2.2,DEN,2.1,.030,2
5.1,University of Tulsa,1982,724,19659,27.2,Paul Pressey,10.6,20,3.9,MIL,49.0,.120,11
0.6,University of Alabama,1982,48,416,8.7,Eddie Phillips,3.2,21,1.6,NJN,0.1,.011,1
0.3,University of California,1982,278,2707,9.7,Mark McNamara,3.5,22,3.0,PHI,2.8,.049,8
0.3,Cleveland State University,1982,124,1256,10.1,Darren Tillis,3.4,23,2.5,BOS,0.9,.036,2
0.6,University of Alabama at Birmingham,1982,35,147,4.2,Oliver Robinson,2.9,24,0.5,SAS,0.1,.018,1
2.6,Saint Joseph's University,1982,169,2379,14.1,Bryan Warrick,4.0,25,1.3,WSB,1.6,.033,4
,University of Missouri,1982,,,,Ricky Frazier,,26,,CHI,,,
1.2,Brigham Young University,1982,818,14703,18.0,Fred Roberts,7.3,27,2.8,MIL,26.2,.086,13
0.1,University of Kansas,1982,14,56,4.0,Dave Magley,0.9,28,0.7,CLE,-0.1,-0.066,1
0.5,University of Arkansas,1982,578,5985,10.4,Scott Hastings,2.8,29,2.2,NYK,9.8,.079,11
1.1,University of San Francisco,1982,102,1395,13.7,Wallace Bryant,3.2,30,3.7,CHI,1.3,.044,3
1.6,"California State University, Fresno",1982,779,17189,22.1,Rod Higgins,9.0,31,3.6,CHI,37.8,.106,13
1.5,"University of California, Santa Barbara",1982,407,6002,14.7,Richard Anderson,5.6,32,3.5,SDC,7.6,.061,6
0.5,James Madison University,1982,60,543,9.1,Linton Townes,4.3,33,1.1,POR,0.6,.057,3
1.3,Duke University,1982,31,321,10.4,Vince Taylor,3.1,34,1.2,NYK,0.1,.009,1
2.1,University of Louisville,1982,408,9825,24.1,Derek Smith,12.8,35,3.2,GSW,18.3,.089,9
0.7,Bradley University,1982,157,1970,12.5,J.J. Anderson,4.8,36,2.8,PHI,2.7,.065,3
0.8,Jackson State University,1982,187,2585,13.8,Audie Norris,4.4,37,3.1,POR,2.9,.054,3
0.2,Loyola University of Chicago,1982,33,298,9.0,Wayne Sappleton,2.9,38,2.3,GSW,0.1,.012,1
,"University of California, Irvine",1982,,,,Kevin Magee,,39,,PHO,,,
0.9,Wake Forest University,1982,8,46,5.8,Guy Morgan,1.9,40,2.1,IND,-0.1,-0.059,1
0.6,University of Southern California,1982,5,33,6.6,Dwight Anderson,4.2,41,0.4,WSB,0.0,.001,1
2.0,Texas Tech University,1982,56,818,14.6,Jeff Taylor,3.2,42,1.5,HOU,-0.1,-0.008,2
0.8,University of Portland,1982,63,515,8.2,Jose Slaughter,3.6,43,1.1,IND,-0.1,-0.007,1
0.2,University of South Carolina Upstate,1982,64,390,6.1,Mike Gibson,1.6,44,1.7,WSB,0.3,.042,2
0.6,University of Tennessee at Chattanooga,1982,290,3548,12.2,Russ Schoene,5.1,45,2.5,PHI,4.5,.061,4
,University of Kansas,1982,,,,Tony Guy,,46,,BOS,,,
1.4,Marquette University,1982,32,338,10.6,Michael Wilson,3.4,47,1.1,CLE,0.3,.038,3
2.5,"California State University, Long Beach",1982,695,15077,21.7,Craig Hodges,8.5,48,1.3,SDC,27.2,.087,10
,Brigham Young University,1982,,,,Steve Trumbo,,49,,UTA,,,
0.8,University of Connecticut,1982,44,520,11.8,Corny Thompson,2.8,50,2.7,DAL,-0.1,-0.010,1
0.5,Wake Forest University,1982,23,191,8.3,Jim Johnstone,1.3,51,2.0,KCK,-0.1,-0.020,1
,University of Washington,1982,,,,Dan Caldwell,,52,,NYK,,,
,Kansas State University,1982,,,,Tyrone Adams,,53,,CHI,,,
,Vanderbilt University,1982,,,,Willie Jones,,54,,LAL,,,
2.5,University of Louisville,1982,168,2685,16.0,Jerry Eaves,6.7,55,1.2,UTA,2.6,.046,4
0.7,University of Detroit Mercy,1982,118,1187,10.1,Joe Kopicki,3.7,56,2.7,ATL,3.5,.142,3
,University of Illinois at Urbana-Champaign,1982,,,,Craig Tucker,,57,,NYK,,,
,Upsala College,1982,,,,Mike Largey,,58,,WSB,,,
,University of North Carolina,1982,,,,Jimmy Black,,59,,NJN,,,
0.2,University of Wyoming,1982,195,1405,7.2,Chris Engler,1.8,60,2.0,GSW,0.6,.020,5
0.9,University of Maryland,1982,234,3292,14.1,Charles Pittman,4.5,61,3.1,PHO,4.2,.062,4
,Pepperdine University,1982,,,,Roylin Bond,,62,,DEN,,,
0.1,North Carolina State University,1982,155,826,5.3,Chuck Nevitt,1.6,63,1.5,HOU,0.5,.031,9
,University of South Florida,1982,,,,Willie Redden,,64,,SAS,,,
0.0,University of Oregon,1982,9,26,2.9,John Greig,2.1,65,0.7,SEA,0.1,.182,1
,University of Alabama,1982,,,,Phillip Lockett,,66,,POR,,,
,Jacksonville University,1982,,,,Mike Hackett,,67,,LAL,,,
,Virginia Polytechnic Institute and State University,1982,,,,Dale Solomon,,68,,PHI,,,
1.5,Northeastern University,1982,136,1710,12.6,Perry Moss,3.9,69,1.5,BOS,0.9,.025,2
,University of South Alabama,1982,,,,Reggie Hannah,,70,,CLE,,,
,Loyola University of Chicago,1982,,,,Darius Clemons,,71,,SDC,,,
1.0,"University of California, Los Angeles",1982,875,25169,28.8,Mark Eaton,6.0,72,7.9,UTA,44.8,.085,11
,Texas A&M University,1982,,,,Rudy Woods,,73,,DAL,,,
1.4,"University of California, Los Angeles",1982,648,12391,19.1,Mike Sanders,8.0,74,3.0,KCK,17.9,.069,11
,University of Alabama at Birmingham,1982,,,,Norm Anchrum,,75,,NYK,,,
0.5,University of Connecticut,1982,74,1114,15.1,Chuck Aleksinas,5.1,76,3.6,CHI,0.4,.019,1
,University of Virginia,1982,,,,Jeff Jones,,77,,IND,,,
2.3,Western Michigan University,1982,155,1767,11.4,Walker Russell,3.0,78,1.2,DET,-0.7,-0.020,6
,Georgetown University,1982,,,,Eric Smith,,79,,POR,,,
,University of Illinois at Urbana-Champaign,1982,,,,James Griffin,,80,,NJN,,,
,"California State University, Long Beach",1982,,,,Dino Gregory,,81,,WSB,,,
1.6,University of Arkansas,1982,360,6006,16.7,Tony Brown,6.0,82,2.1,NJN,4.9,.039,7
,Virginia Commonwealth University,1982,,,,Ken Stancell,,83,,GSW,,,
,University of Louisiana at Lafayette,1982,,,,Alford Turner,,84,,DEN,,,
,George Mason University,1982,,,,Andre Gaddy,,85,,HOU,,,
0.7,University of South Alabama,1982,324,5410,16.7,Rory White,7.4,86,2.3,PHO,6.5,.058,5
,University of South Florida,1982,,,,Tony Grier,,87,,SAS,,,
,University of Idaho,1982,,,,Ken Owens,,88,,SEA,,,
,Middle Tennessee State University,1982,,,,Jerry Beck,,89,,MIL,,,
,Western Kentucky University,1982,,,,Craig McCormick,,90,,LAL,,,
,Duquesne University,1982,,,,Bruce Atkins,,91,,PHI,,,
,University of Tulsa,1982,,,,Greg Stewart,,92,,BOS,,,
,University of Texas at El Paso,1982,,,,Terry White,,93,,CLE,,,
,University of Tennessee,1982,,,,Gary Carter,,94,,SDC,,,
,University of Connecticut,1982,,,,Mike McKay,,95,,UTA,,,
,University of Iowa,1982,,,,Ken Arnold,,96,,DAL,,,
,Grambling State University,1982,,,,Ken Simpson,,97,,KCK,,,
,Villanova University,1982,,,,Aaron Howard,,98,,NYK,,,
,Oklahoma City University,1982,,,,Rubin Jackson,,99,,CHI,,,
,University of Wisconsin-Eau Claire,1982,,,,Rich DiBenedetto,,100,,IND,,,
,Florida Southern College,1982,,,,John Ebeling,,101,,DET,,,
,University of Minnesota,1982,,,,Mark Hall,,102,,ATL,,,
,Centenary College of Louisiana,1982,,,,Cherokee Rhone,,103,,POR,,,
,University of Hawaii,1982,,,,Clarence Dickerson,,104,,WSB,,,
,University of Alabama at Birmingham,1982,,,,Chris Giles,,105,,NJN,,,
,Alcorn State University,1982,,,,Albert Irving,,106,,GSW,,,
,Virginia Polytechnic Institute and State University,1982,,,,Jeff Schneider,,107,,HOU,,,
,University of Missouri,1982,,,,Marvin McCrary,,108,,PHO,,,
,Santa Clara University,1982,,,,Bill Duffy,,109,,DEN,,,
,Texas Tech University,1982,,,,Clarence Swannegan,,110,,SAS,,,
,Southern Illinois University,1982,,,,Rod Camp,,111,,SEA,,,
,University of Detroit Mercy,1982,,,,Jerry Davis,,112,,WSB,,,
,Seton Hall University,1982,,,,Howard McNeill,,113,,LAL,,,
,"California State University, Fresno",1982,,,,Donald Mason,,114,,PHI,,,
,Saint Peter's College,1982,,,,William Brown,,115,,BOS,,,
,University of South Florida,1982,,,,Vince Reynolds,,116,,CLE,,,
,University of Georgia,1982,,,,Eric Marbury,,117,,SDC,,,
,Southern University and A&M College,1982,,,,Alvin Jackson,,118,,UTA,,,
,Northwestern State University,1982,,,,Wayne Waggoner,,119,,DAL,,,
,University of Louisville,1982,,,,Poncho Wright,,120,,KCK,,,
,University of Dayton,1982,,,,Mike Kanieski,,121,,NYK,,,
,"University of Nevada, Reno",1982,,,,B. B. Fontenet,,122,,CHI,,,
,Saint Joseph's University,1982,,,,Jeff Clark,,123,,IND,,,
,University of Minnesota,1982,,,,Gary Holmes,,124,,DET,,,
,Utah State University,1982,,,,Leo Cunningham,,125,,POR,,,
,Mount St. Mary's University,1982,,,,Jay Bruchak,,126,,ATL,,,
,Idaho State University,1982,,,,Byron Williams,,127,,WSB,,,
,Furman University,1982,,,,Mel Daniel,,128,,NJN,,,
,Saint Mary's College of California,1982,,,,David Vann,,129,,GSW,,,
,Hardin-Simmons University,1982,,,,Jake Bethany,,130,,PHO,,,
,University of North Carolina,1982,,,,Chris Brust,,131,,DEN,,,
,University of Louisiana at Monroe,1982,,,,Don Wilson,,132,,HOU,,,
,New Mexico State University,1982,,,,Jaime Pena,,133,,SAS,,,
,University of North Carolina at Charlotte,1982,,,,Bobby Potts,,134,,SEA,,,
,University of Wisconsin-Eau Claire,1982,,,,Tony Carr,,135,,MIL,,,
,University of Houston,1982,,,,Lynden Rose,,136,,LAL,,,
,University of Iowa,1982,,,,Kevin Boyle,,137,,PHI,,,
0.8,University of Richmond,1982,22,117,5.3,John Schweitz,2.6,138,1.0,BOS,-0.5,-0.207,2
,Kansas State University,1982,,,,Randy Reed,,139,,CLE,,,
1.6,Colorado State University,1982,97,1158,11.9,Eddie Hughes,3.1,140,1.0,SDC,1.5,.060,3
,University of Michigan,1982,,,,Thad Gardner,,141,,UTA,,,
,Northwestern University,1982,,,,Bob Grady,,142,,DAL,,,
,University of Illinois at Urbana-Champaign,1982,,,,Perry Range,,143,,KCK,,,
,Canisius College,1982,,,,Phil Seymore,,144,,NYK,,,
,University of Kentucky,1982,,,,Chuck Verderber,,145,,CHI,,,
,University of Evansville,1982,,,,Brad Leaf,,146,,IND,,,
,Marquette University,1982,,,,Dean Marquardt,,147,,DET,,,
,Clemson University,1982,,,,Horace Wyatt,,148,,ATL,,,
,Lamar University,1982,,,,Terry Long,,149,,POR,,,
,University of South Carolina,1982,,,,Wendell Gibson,,150,,WSB,,,
,"University of California, Los Angeles",1982,,,,Tony Anderson,,151,,NJN,,,
,University of the Pacific,1982,,,,Matt Waldron,,152,,GSW,,,
,University of North Carolina,1982,,,,Jeb Barlow,,153,,DEN,,,
,Wake Forest University,1982,,,,Mike Helms,,154,,HOU,,,
,University of North Carolina at Charlotte,1982,,,,Phil Ward,,155,,PHO,,,
,University of North Texas,1982,,,,Delonte Taylor,,156,,SAS,,,
,Northern Illinois University,1982,,,,Allen Rayhorn,,157,,SEA,,,
,University of Cincinnati,1982,,,,Bobby Austin,,158,,MIL,,,
,University of Southern California,1982,,,,Maurice Williams,,159,,LAL,,,
,Missouri State University,1982,,,,Keith Hilliard,,160,,PHI,,,
,West Virginia University,1982,,,,Phil Collins,,161,,BOS,,,
,Virginia Commonwealth University,1982,,,,Monty Knight,,162,,CLE,,,
,University of Colorado,1982,,,,Jacques Tuz,,163,,SDC,,,
,Middle Tennessee State University,1982,,,,Rick Campbell,,164,,UTA,,,
,University of Arkansas,1982,,,,Keith Peterson,,165,,DAL,,,
0.7,Kansas State University,1982,540,6792,12.6,Ed Nealy,2.7,166,3.3,KCK,15.2,.107,10
,Siena College,1982,,,,Dan Terwilliger,,167,,NYK,,,
,"University of Nevada, Las Vegas",1982,,,,Mike Burns,,168,,CHI,,,
,Bradley University,1982,,,,Donald Reese,,169,,IND,,,
,Marquette University,1982,,,,Brian Nyenhuis,,170,,DET,,,
,Western Oregon University,1982,,,,Dave Porter,,171,,POR,,,
,Howard University,1982,,,,James Ratiff,,172,,ATL,,,
,University of Delaware,1982,,,,Ken Luck,,173,,WSB,,,
,University of Memphis,1982,,,,Otis Jackson,,174,,NJN,,,
,Florida Southern College,1982,,,,Mark King,,175,,GSW,,,
,Seton Hall University,1982,,,,Dan Callandrillo,,176,,HOU,,,
,Georgetown College,1982,,,,Rick Elrod,,177,,PHO,,,
,University of Alabama at Birmingham,1982,,,,Donny Speer,,178,,DEN,,,
,University of Memphis,1982,,,,Chris Faggi,,179,,SAS,,,
,University of Washington,1982,,,,Steve Burks,,180,,SEA,,,
,University of Illinois at Urbana-Champaign,1982,,,,Bryan Leonard,,181,,MIL,,,
,Tulane University,1982,,,,Micah Blunt,,182,,LAL,,,
,Jackson State University,1982,,,,Donald Seals,,183,,PHI,,,
,Georgetown University,1982,,,,Ed Spriggs,,184,,BOS,,,
,University of South Alabama,1982,,,,Tony Hafley,,185,,CLE,,,
,University of San Francisco,1982,,,,John Hegwood,,186,,SDC,,,
,Long Island University,1982,,,,Riley Clarida,,187,,UTA,,,
,University of Texas at Arlington,1982,,,,Ralph McPherson,,188,,DAL,,,
,University of Nebraska,1982,,,,Jack Moore,,189,,KCK,,,
,South Carolina State University,1982,,,,Merle Scott,,190,,NYK,,,
,DePaul University,1982,,,,Skip Dillard,,191,,CHI,,,
,Purdue University,1982,,,,Mike Scearce,,192,,IND,,,
,Michigan State University,1982,,,,Kevin Smith,,193,,DET,,,
,Elizabeth City State University,1982,,,,Pierre Bland,,194,,ATL,,,
,Saint Joseph's University,1982,,,,Mark Dearborn,,195,,POR,,,
,Howard University,1982,,,,James Terry,,196,,WSB,,,
,Oral Roberts University,1982,,,,Gary Johnson,,197,,NJN,,,
,University of Tennessee,1982,,,,Nick Morken,,198,,GSW,,,
,University of Washington,1982,,,,Ken Lyles,,199,,PHO,,,
,"University of California, Los Angeles",1982,,,,Dean Sears,,200,,DEN,,,
,St. Mary's University,1982,,,,Harry O'Brien,,201,,SAS,,,
,Idaho State University,1982,,,,Robert Tate,,202,,MIL,,,
,Rutgers University,1982,,,,Tim Byrne,,203,,LAL,,,
,Cheyney University of Pennsylvania,1982,,,,George Melton,,204,,PHI,,,
,,1982,,,,Panayoti Giannakis,,205,,BOS,,,
,Marion College,1982,,,,Durand Walker,,206,,CLE,,,
,Creighton University,1982,,,,Daryl Stovall,,207,,SDC,,,
,University of New Orleans,1982,,,,Michael Edwards,,208,,UTA,,,
,University of Texas at Arlington,1982,,,,Albert Culton,,209,,DAL,,,
,Iowa State University,1982,,,,Robert Estes,,210,,KCK,,,
,Manhattan College,1982,,,,John Leonard,,211,,NYK,,,
,Campbell University,1982,,,,Tony Britto,,212,,CHI,,,
,University of Wisconsin-Stout,1982,,,,Craig Summers,,213,,IND,,,
,,1982,,,,David Coulthard,,214,,DET,,,
,"University of California, Irvine",1982,,,,Grant Taylor,,215,,POR,,,
,Old Dominion University,1982,,,,Ronnie McAdoo,,216,,ATL,,,
,North Carolina Central University,1982,,,,Donald Sinclair,,217,,WSB,,,
,University of Mississippi,1982,,,,Sean Tuohy,,218,,NJN,,,
,"University of California, Irvine",1982,,,,Randy Whieldon,,219,,GSW,,,
,Niagara University,1982,,,,Mike Phillips,,220,,DEN,,,
0.2,Idaho State University,1982,12,45,3.8,Dale Wilkinson,1.2,221,0.3,PHO,-0.1,-0.124,1
,McMurry University,1982,,,,Keith White,,222,,SAS,,,
,University of Wisconsin-Eau Claire,1982,,,,Bob Coenen,,223,,MIL,,,
,Drexel University,1982,,,,Randy Burkert,,224,,PHI,,,
,Indiana University,1982,,,,Landon Turner,,225,,BOS,,,
2.3,University of Virginia,1983,456,13591,29.8,Ralph Sampson,15.4,1,8.8,HOU,20.1,.071,9
